temperature_2m,relative_humidity_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,hour,day,month,day_of_week,is_weekend,pm2_5_lag_1h,pm2_5_lag_2h,pm2_5_lag_6h,pm2_5_lag_24h,pm10_lag_1h,pm10_lag_2h,pm10_lag_6h,pm10_lag_24h,nitrogen_dioxide_lag_1h,nitrogen_dioxide_lag_2h,nitrogen_dioxide_lag_6h,nitrogen_dioxide_lag_24h,sulphur_dioxide_lag_1h,sulphur_dioxide_lag_2h,sulphur_dioxide_lag_6h,sulphur_dioxide_lag_24h,carbon_monoxide_lag_1h,carbon_monoxide_lag_2h,carbon_monoxide_lag_6h,carbon_monoxide_lag_24h,pm2_5_roll_mean_6h,pm2_5_roll_std_6h,pm2_5_roll_mean_24h,pm2_5_roll_std_24h,pm10_roll_mean_6h,pm10_roll_std_6h,pm10_roll_mean_24h,pm10_roll_std_24h,nitrogen_dioxide_roll_mean_6h,nitrogen_dioxide_roll_std_6h,nitrogen_dioxide_roll_mean_24h,nitrogen_dioxide_roll_std_24h,sulphur_dioxide_roll_mean_6h,sulphur_dioxide_roll_std_6h,sulphur_dioxide_roll_mean_24h,sulphur_dioxide_roll_std_24h,carbon_monoxide_roll_mean_6h,carbon_monoxide_roll_std_6h,carbon_monoxide_roll_mean_24h,carbon_monoxide_roll_std_24h
32.4,60,0.0,1001.4992,8.297589,204,5,3,6,2,0,28.2,27.4,22.9,28.9,79.4,77.1,51.9,69.2,10.5,12.8,15.6,5.7,11.4,11.4,7.3,7.7,353.0,378.0,183.0,249.0,25.35,2.4353644491122672,30.675,5.974165395594008,63.05,13.04649378185564,73.05,15.485168219383665,13.85,1.921197543200574,11.775,5.161584690939321,9.516666666666667,1.814846182646533,8.362499999999999,1.3193583750214006,292.0,78.97341324775084,261.1666666666667,66.06167517960945
33.25,55,0.0,1001.2107,10.134496,199,6,3,6,2,0,29.3,28.2,22.5,29.6,78.9,79.4,49.8,72.6,7.6,10.5,15.3,4.5,10.9,11.4,7.7,7.3,296.0,353.0,219.0,221.0,26.416666666666668,2.546697207495725,30.691666666666663,5.9695543979550765,67.55,13.087818764026276,73.45416666666667,15.506884282309215,12.516666666666667,2.959335511000168,11.854166666666666,5.078255363432596,10.116666666666667,1.503883860764087,8.495833333333334,1.4081993333043514,310.8333333333333,58.63588207460262,263.125,66.38118676644561
33.85,55,0.0,1000.7198,11.038858,204,7,3,6,2,0,30.4,29.3,24.3,31.0,76.8,78.9,54.2,75.9,5.4,7.6,14.8,3.8,10.1,10.9,8.9,7.4,250.0,296.0,276.0,225.0,27.73333333333333,2.1238330128959,30.725,5.965425747406965,72.05,10.054402021005457,73.62916666666666,15.52051879362251,10.866666666666667,3.751088730844241,11.891666666666666,5.024627753174463,10.516666666666667,0.9495613022162916,8.612499999999999,1.4207507201108962,316.0,49.59435451742508,264.3333333333333,65.8428079771727
34.05,55,0.0,1000.02484,12.55879,207,8,3,6,2,0,30.0,30.4,26.8,31.7,73.1,76.8,65.9,74.5,4.2,5.4,14.1,3.6,9.0,10.1,10.4,7.7,232.0,250.0,343.0,244.0,28.683333333333337,1.4483323743762822,30.683333333333334,5.96691360512404,75.2,5.067543783727856,73.5125,15.513228926923356,9.1,4.014971979976949,11.908333333333331,4.99720936616382,10.533333333333331,0.9157874571464164,8.679166666666665,1.3987507366176375,308.6666666666667,59.04461589905301,264.625,65.67628948106002
34.0,55,0.0,999.1274,13.0447235,207,9,3,6,2,0,28.6,30.0,27.4,32.2,68.2,73.1,77.1,74.0,3.6,4.2,12.8,4.0,7.8,9.0,11.4,8.1,225.0,232.0,378.0,267.0,28.98333333333333,1.1321071798493405,30.55416666666667,5.977492506617347,75.58333333333333,4.243308457638396,73.25,15.549052816112692,7.349999999999999,3.673554137344387,11.908333333333331,4.99720936616382,10.1,1.4505171491575095,8.683333333333334,1.3958530714589652,289.0,64.70239562798292,263.8333333333333,66.04916921221026
33.75,56,0.0,998.2276,13.089354,211,10,3,6,2,0,27.1,28.6,28.2,32.5,64.5,68.2,79.4,73.1,3.6,3.6,10.5,4.9,6.8,7.8,11.4,8.4,227.0,225.0,353.0,297.0,28.933333333333334,1.2192894105446934,30.341666666666665,6.007018841515207,73.48333333333333,6.068085914575148,72.85416666666667,15.649725075142292,5.816666666666666,2.746937688894082,11.891666666666667,5.025319947994375,9.333333333333334,1.7996295915178453,8.629166666666666,1.4438713560264298,263.8333333333333,51.0976189921475,262.1666666666667,66.46912762731453
33.35,58,0.0,997.62506,12.4811535,213,11,3,6,2,0,26.0,27.1,29.3,32.1,62.9,64.5,78.9,71.9,4.2,3.6,7.6,6.3,6.4,6.8,10.9,8.7,244.0,227.0,296.0,332.0,28.566666666666663,1.714253967959951,30.07083333333333,6.051839760994461,70.73333333333333,6.568612232935131,72.42916666666666,15.78071137335946,4.766666666666667,1.535795125225622,11.8625,5.0695006614578695,8.5,1.8088670487352048,8.545833333333333,1.5136995183602446,245.66666666666663,26.522946040488403,259.9583333333333,66.14113971136904
32.8,59,0.0,997.7182,11.525623,218,12,3,6,2,0,25.3,26.0,30.4,45.2,62.2,62.9,76.8,110.1,5.4,4.2,5.4,8.3,6.3,6.4,10.1,10.1,271.0,244.0,250.0,349.0,27.9,2.105231578710473,29.7875,6.11159357998848,67.95,5.922415047934253,72.02499999999999,15.91846753603039,4.4,0.8197560612768444,11.825,5.115555985763257,7.733333333333333,1.5435888917281932,8.445833333333335,1.5808580957317324,241.5,17.444196742756304,257.4166666666667,64.40153702369602
31.9,63,0.0,997.508,11.808878,217,13,3,6,2,0,24.6,25.3,30.0,42.4,59.8,62.2,73.1,102.7,7.0,5.4,4.2,11.1,6.4,6.3,9.0,9.6,286.0,271.0,232.0,336.0,26.933333333333334,2.0588022407862514,28.92916666666667,5.236865903644422,65.11666666666666,4.802256414089576,69.92916666666666,13.866552788342362,4.666666666666667,1.3185851002748312,11.770833333333334,5.161182807362526,7.116666666666667,1.0778064142816497,8.291666666666668,1.592896368436971,247.5,25.35152855352107,254.79166666666663,61.73504336849649
30.8,69,0.0,997.196,12.669238,202,14,3,6,2,0,23.9,24.6,28.6,40.0,58.2,59.8,68.2,95.9,9.4,7.0,3.6,15.0,6.6,6.4,7.8,8.9,279.0,286.0,225.0,306.0,25.91666666666667,1.7197868084929966,28.15833333333333,4.4737802968996405,62.63333333333333,3.533081752049362,68.075,12.16481919664069,5.533333333333334,2.2966642477007317,11.7,5.182411726633447,6.716666666666668,0.5600595206463902,8.166666666666666,1.6034383345653191,255.33333333333331,26.82287580903037,252.41666666666663,59.53217373945727
30.05,74,0.0,997.58514,11.681987,213,15,3,6,2,0,24.0,23.9,27.1,38.4,58.4,58.2,64.5,91.5,12.1,9.4,3.6,17.7,6.9,6.6,6.8,8.3,260.0,279.0,227.0,279.0,25.15,1.243784547258843,27.49166666666667,3.7690866921249686,61.0,2.582247083452186,66.5125,10.76303304997174,6.95,3.27765159832464,11.579166666666666,5.135721376590737,6.566666666666666,0.2422120283277928,8.083333333333334,1.615594295464122,261.1666666666667,22.33756178876,250.5,58.46292024418776
29.95,74,0.0,998.082,12.346741,224,16,3,6,2,0,23.5,24.0,26.0,35.0,57.0,58.4,62.9,84.3,14.0,12.1,4.2,18.0,7.1,6.9,6.4,7.8,241.0,260.0,244.0,263.0,24.55,0.9481561052906328,26.870833333333334,3.0533629594790668,59.75,2.354357661868131,65.075,9.511789023878949,8.683333333333334,3.851449943419581,11.425,4.997673371723568,6.616666666666667,0.3188521078284785,8.033333333333333,1.6271251432769511,263.5,18.447222013083863,248.91666666666663,58.17134859276901
29.9,74,0.0,998.5795,10.948973,226,17,3,6,2,0,23.1,23.5,25.3,31.2,56.3,57.0,62.2,72.2,14.4,14.0,5.4,17.1,7.0,7.1,6.3,7.5,224.0,241.0,271.0,249.0,24.066666666666663,0.786553664200085,26.375,2.609889219704616,58.650000000000006,2.1182539979891564,63.90833333333333,8.73682444880729,10.383333333333336,3.725810873711474,11.275,4.843395323620569,6.716666666666668,0.3311595788538575,8.0,1.6402544871478564,260.1666666666667,23.726918608758904,247.29166666666663,58.30540221571438
29.8,74,0.0,998.47894,11.052058,232,18,3,6,2,0,23.3,23.1,24.6,29.3,54.7,56.3,59.8,68.0,13.9,14.4,7.0,16.3,6.9,7.0,6.4,7.2,207.0,224.0,286.0,231.0,23.73333333333333,0.5465040408511058,26.04583333333333,2.4692859673204604,57.4,1.7922053453767195,63.179166666666674,8.744985105347814,11.8,2.9966648127543336,11.141666666666666,4.71850350877467,6.816666666666666,0.2639444385977182,7.975,1.6527315992412128,249.5,31.117519181322816,245.54166666666663,58.879374972068526
29.6,76,0.0,998.47644,10.055864,224,19,3,6,2,0,21.8,23.3,23.9,28.3,51.1,54.7,58.2,65.9,13.0,13.9,9.4,16.0,6.6,6.9,6.6,7.1,190.0,207.0,279.0,200.0,23.266666666666666,0.7966596931354029,25.73333333333333,2.5137304111042016,55.95000000000001,2.7340446228978603,62.475,9.016132883554596,12.8,1.860107523773813,11.004166666666665,4.608449627696338,6.8500000000000005,0.2073644135332729,7.95,1.6694180188733774,233.5,33.206926988205026,243.83333333333331,59.90548110704619
29.45,76,0.0,998.07605,8.027678,222,20,3,6,2,0,20.8,21.8,24.0,26.8,49.7,51.1,58.4,60.1,11.6,13.0,12.1,15.9,6.2,6.6,6.9,7.2,174.0,190.0,260.0,165.0,22.75,1.2045746137122166,25.42083333333333,2.643610700582036,54.53333333333333,3.444802848736511,61.8,9.348843220699491,13.166666666666666,1.1290113669341897,10.820833333333333,4.4869839939896,6.783333333333332,0.3311595788538579,7.9125,1.6991845870503732,216.0,32.08114711165989,242.75,60.95846768586541
29.3,77,0.0,997.3767,8.0599,203,21,3,6,2,0,20.5,20.8,23.5,25.5,49.9,49.7,57.0,57.7,9.9,11.6,14.0,15.7,5.8,6.2,7.1,7.3,158.0,174.0,241.0,147.0,22.166666666666668,1.3201010062364964,25.15833333333333,2.8083596738970207,53.11666666666667,3.280497929684306,61.375,9.656277525639757,12.8,1.7378147196982614,10.570833333333336,4.356951383974678,6.6000000000000005,0.5099019513592756,7.854166666666667,1.748037201540916,199.0,31.112698372207262,242.45833333333331,61.36206104941297
29.15,78,0.0,996.7771,8.827344,219,22,3,6,2,0,20.1,20.5,23.1,24.0,49.8,49.9,56.3,55.3,8.6,9.9,14.4,15.6,5.5,5.8,7.0,7.3,148.0,158.0,224.0,156.0,21.600000000000005,1.3623509092740933,24.933333333333337,2.990225622818835,51.91666666666666,2.866647286755536,61.04583333333334,9.918098483894653,11.9,2.2995651762887617,10.275,4.232816926165695,6.333333333333333,0.6055300708194948,7.779166666666668,1.8103516753398443,183.5,29.104982391335252,242.5,61.29472634950637
29.0,79,0.0,996.5759,9.1958685,229,23,3,6,2,0,19.7,20.1,23.3,22.9,48.7,49.8,54.7,51.9,8.1,8.6,13.9,15.6,5.6,5.5,6.9,7.3,141.0,148.0,207.0,183.0,21.03333333333333,1.3201010062365004,24.754166666666663,3.171884526472447,50.65,2.1257939693197105,60.770833333333336,10.172575201584188,10.85,2.3670656940608943,9.9625,4.0972750753980725,6.1000000000000005,0.5656854249492332,7.708333333333333,1.8624240087600303,169.66666666666666,25.50816862627714,241.875,62.28358182713477
28.85,82,0.0,997.5703,7.327127,242,0,4,6,3,0,30.9,32.9,31.7,32.8,78.0,84.1,75.7,75.0,7.9,8.3,12.6,19.2,5.9,5.9,6.2,9.7,141.0,147.0,190.0,219.0,33.21666666666667,1.7982398801790345,31.058333333333334,2.950300893522336,83.43333333333334,5.718974267004982,77.4375,8.63294057916996,9.85,1.8490538120888005,10.216666666666669,4.7932621792304,5.966666666666666,0.1211060141639126,7.899999999999999,2.383275057562591,161.83333333333334,18.26928205120876,240.70833333333331,63.66316194162671
28.75,83,0.0,997.96765,7.8087645,244,1,4,6,3,0,28.9,30.9,33.3,34.3,71.7,78.0,83.8,78.7,7.8,7.9,11.4,18.1,6.0,5.9,6.0,10.8,151.0,141.0,175.0,276.0,32.75,2.4977990311471507,30.89583333333333,2.957595846021841,82.76666666666667,6.909896284797997,77.3,8.699475246543235,9.05,1.4067693485430186,9.741666666666667,4.414198106965318,5.933333333333334,0.0516397779494583,7.745833333333334,2.3814462479518674,155.33333333333334,12.160043859567926,237.875,66.13642849378121
29.5,79,0.0,998.3755,9.668195,241,2,4,6,3,0,28.0,28.9,35.5,34.8,68.7,71.7,89.6,86.4,8.1,7.8,10.0,16.5,6.1,6.0,5.9,12.2,191.0,151.0,163.0,344.0,31.866666666666664,3.123246174522001,30.633333333333336,2.9216830567427783,80.25,8.916669781930835,76.88333333333334,8.8673640349056,8.5,0.8318653737235169,9.325,4.047677809827984,5.95,0.0836660026534248,7.550000000000001,2.3115964744889044,158.0,17.78763615548592,234.33333333333331,66.28178756128136
30.7,72,0.0,998.78876,10.706596,243,3,4,6,3,0,30.2,28.0,35.0,33.9,79.4,68.7,89.4,91.0,8.6,8.1,8.9,14.4,6.2,6.1,5.9,12.9,246.0,191.0,155.0,380.0,30.98333333333333,2.5949309560499514,30.441666666666663,2.7841034255317862,78.55,7.661527262889463,76.59166666666667,8.653268629310867,8.266666666666667,0.4226897995774692,8.995833333333334,3.749026443673378,6.0,0.1264911064067491,7.3,2.1017590976008145,171.83333333333334,40.38027571310803,230.25,62.11997508328393
32.0,65,0.0,999.1033,11.028581,243,4,4,6,3,0,31.4,30.2,32.9,32.7,84.1,79.4,84.1,88.7,8.6,8.6,8.3,11.4,6.2,6.2,5.9,12.4,278.0,246.0,147.0,359.0,30.38333333333333,1.763424698326048,30.3375,2.6944084613364763,77.66666666666667,6.354421033159915,76.30416666666666,8.259407240899044,8.216666666666667,0.3430257521919345,8.754166666666668,3.5680928003464243,6.05,0.1378404875209175,7.020833333333333,1.7393099997879276,192.33333333333331,57.65298488948017,226.0,54.44422754565876
33.2,60,0.0,999.317,12.033103,248,5,4,6,3,0,31.0,31.4,30.9,31.8,81.7,84.1,78.0,85.0,7.4,8.6,7.9,8.0,6.1,6.2,5.9,11.1,265.0,278.0,141.0,307.0,30.066666666666663,1.3411437904513872,30.266666666666666,2.65160602140542,77.26666666666667,5.929811688971677,76.0125,7.919228799738631,8.066666666666668,0.4718756898451618,8.5875,3.532373570770536,6.083333333333333,0.1169045194450213,6.758333333333334,1.316093252499731,212.0,59.20135133592788,222.08333333333331,47.38364849742499
33.4,59,0.0,999.4191,12.879752,243,6,4,6,3,0,30.9,31.0,28.9,31.0,83.4,81.7,71.7,80.6,5.6,7.4,7.8,5.3,6.0,6.1,6.0,9.8,229.0,265.0,151.0,263.0,30.066666666666663,1.3411437904513872,30.229166666666668,2.63529210767108,78.16666666666667,6.4503229893289165,75.94583333333334,7.846681888968593,7.683333333333333,1.1214573851318923,8.487499999999999,3.583332490731269,6.1000000000000005,0.0894427191000193,6.545833333333333,0.9436189202568076,226.66666666666663,47.919376734956,218.83333333333331,43.84921462453341
33.4,59,0.0,998.82135,13.584932,237,7,4,6,3,0,30.6,30.9,28.0,29.5,84.5,83.4,68.7,75.7,4.2,5.6,8.1,3.9,5.9,6.0,6.1,8.5,203.0,229.0,191.0,241.0,30.35,1.2194260945213724,30.2125,2.631467188702388,80.3,5.983644374459302,76.10833333333333,7.986396949306059,7.083333333333333,1.8026831853287144,8.441666666666666,3.6325720516109303,6.083333333333333,0.1169045194450213,6.383333333333334,0.6485211717013429,235.33333333333331,34.2500608271963,216.33333333333331,42.92224179350024
34.4,56,0.0,998.0362,13.83192,235,8,4,6,3,0,29.9,30.6,30.2,28.0,82.4,84.5,79.4,71.9,3.5,4.2,8.6,3.3,5.7,5.9,6.2,7.1,197.0,203.0,246.0,227.0,30.666666666666668,0.5501514942870861,30.229166666666668,2.6280227592599466,82.58333333333334,1.8755443654216908,76.3875,8.087957365603948,6.316666666666666,2.214873961801643,8.424999999999999,3.655163114185777,6.016666666666667,0.1940790217068047,6.266666666666667,0.4815434123430292,236.33333333333331,32.75159029217737,214.5,42.76223445579244
34.45,55,0.0,997.14,13.943901,230,9,4,6,3,0,29.6,29.9,31.4,25.9,80.3,82.4,84.1,65.2,3.1,3.5,8.6,3.3,5.5,5.7,6.2,6.1,200.0,197.0,278.0,222.0,30.566666666666663,0.6889605697471473,30.29583333333333,2.589020154869154,82.73333333333333,1.5832456116045497,76.7375,8.067045819931272,5.4,2.2190087877248867,8.416666666666666,3.667562472917611,5.9,0.2607680962081096,6.2,0.4718142596956218,228.66666666666663,35.3194941451126,213.375,42.77424306244595
34.05,58,0.0,996.2388,14.784126,227,10,4,6,3,0,28.1,29.6,31.0,25.0,73.6,80.3,81.7,61.7,3.3,3.1,7.4,3.9,5.4,5.5,6.1,5.8,210.0,200.0,265.0,233.0,30.01666666666667,1.0907184176799802,30.387500000000003,2.4624682739072714,80.98333333333333,3.8912294543839434,77.0875,7.719445378815941,4.516666666666667,1.679781731852972,8.416666666666666,3.667562472917611,5.766666666666667,0.2804757862395012,6.170833333333333,0.4991115294606339,217.33333333333331,26.00512769948724,212.875,42.73916084301616
33.3,61,0.0,995.83105,14.2575445,226,11,4,6,3,0,27.5,28.1,30.9,24.9,71.9,73.6,83.4,61.0,4.1,3.3,5.6,5.1,5.3,5.4,6.0,5.9,230.0,210.0,229.0,253.0,29.433333333333337,1.3618614711733088,30.49166666666667,2.2700156419048327,79.35000000000001,5.323438738259185,77.5125,7.09061305376777,3.966666666666667,0.9114091653406766,8.425,3.65706582314053,5.633333333333334,0.2804757862394976,6.150000000000001,0.525025879279295,211.5,14.597945060862816,212.75,42.68209073563765
32.15,66,0.0,995.11993,14.508715,217,12,4,6,3,0,27.4,27.5,30.6,30.6,71.7,71.9,84.5,77.3,5.3,4.1,4.2,7.1,5.3,5.3,5.9,6.6,256.0,230.0,203.0,266.0,28.85,1.3575713609234958,30.59583333333333,2.048855283082324,77.4,5.674504383644321,77.95833333333333,6.299476628824212,3.9166666666666665,0.8060190237624612,8.433333333333332,3.649379538290402,5.516666666666667,0.2401388487243628,6.125,0.5510858845714217,216.0,22.882307575941088,212.875,42.80929653200582
31.15,71,0.0,995.1077,13.413321,229,13,4,6,3,0,26.7,27.4,29.9,30.3,67.5,71.7,82.4,75.0,6.8,5.3,3.5,9.6,5.3,5.3,5.7,6.8,273.0,256.0,197.0,266.0,28.200000000000003,1.2837445228703728,30.433333333333334,2.1977590694923976,74.56666666666668,5.664509393289536,77.55,6.651773218963704,4.3500000000000005,1.4390969390559858,8.420833333333333,3.654655062134911,5.416666666666667,0.1602081978759535,6.070833333333334,0.5660535899246818,227.66666666666663,31.24526630814086,213.16666666666663,43.20896310667049
30.7,72,0.0,995.70026,10.950452,244,14,4,6,3,0,25.7,26.7,29.6,30.0,61.0,67.5,80.3,71.7,8.8,6.8,3.1,12.9,5.3,5.3,5.5,7.2,272.0,273.0,200.0,260.0,27.5,1.3160547101088516,30.241666666666664,2.401071620659428,71.0,6.431174076325318,76.96666666666667,7.450979898595646,5.233333333333333,2.2250093632762407,8.387500000000001,3.647072977655882,5.3500000000000005,0.0836660026533649,6.008333333333333,0.5648521673982013,240.16666666666663,31.524064881716125,213.41666666666663,43.54399740658769
30.55,73,0.0,996.19653,11.594292,242,15,4,6,3,0,25.3,25.7,28.1,30.4,57.2,61.0,73.6,72.4,11.0,8.8,3.3,15.1,5.4,5.3,5.4,7.3,262.0,272.0,210.0,249.0,26.78333333333333,1.0962055768268884,30.04583333333333,2.60467458814816,67.15,6.660555532386087,76.3625,8.421288370913798,6.55,2.934450544820993,8.308333333333334,3.564549690038496,5.333333333333333,0.0516397779493604,5.933333333333334,0.5172390471377915,250.5,25.26459973955625,213.5,43.6388339221724
30.3,73,0.0,996.7912,12.134992,249,16,4,6,3,0,22.0,25.3,27.5,30.0,50.4,57.2,71.9,71.2,12.6,11.0,4.1,15.1,5.5,5.4,5.3,7.0,251.0,262.0,230.0,232.0,25.766666666666666,2.0471117865584163,29.69583333333333,3.076627058642447,63.28333333333333,8.61473543799609,75.44583333333333,9.933035753251032,8.1,3.3069623523711544,8.204166666666667,3.3896875791225773,5.3500000000000005,0.0836660026533649,5.858333333333333,0.4343077116581622,257.3333333333333,15.945741333241768,213.58333333333331,43.71142191461048
29.95,74,0.0,997.0857,12.57426,246,17,4,6,3,0,21.1,22.0,27.4,30.2,46.8,50.4,71.7,69.4,13.4,12.6,5.3,13.9,5.7,5.5,5.3,6.6,245.0,251.0,256.0,209.0,24.7,2.5651510676760827,29.325,3.5398661237274083,59.1,9.628291644938844,74.42916666666667,11.510013756145892,9.65,3.2358924580399924,8.133333333333335,3.254383888350225,5.416666666666667,0.1602081978759535,5.804166666666667,0.3605300043795566,259.8333333333333,11.303391821336463,214.125,44.028955393507424
29.5,79,0.0,996.9807,11.594292,242,18,4,6,3,0,21.3,21.1,26.7,31.7,46.4,46.8,67.5,75.7,13.7,13.4,6.8,12.6,6.0,5.7,5.3,6.2,239.0,245.0,273.0,190.0,23.683333333333334,2.4887078307158594,28.95416666666667,3.89280039657007,54.883333333333326,8.477833842831904,73.47083333333333,12.828889923398192,11.05,2.759528945309336,8.125,3.2391960892091314,5.533333333333334,0.2732520204255819,5.779166666666668,0.3216522111341507,257.0,14.212670403551485,215.375,44.302137057100026
29.35,79,0.0,996.9788,11.213581,251,19,4,6,3,0,21.5,21.3,25.7,33.3,47.4,46.4,61.0,83.8,13.3,13.7,8.8,11.4,6.1,6.0,5.3,6.0,227.0,239.0,272.0,175.0,22.816666666666663,2.103726851724449,28.52916666666667,4.129583531656358,51.53333333333333,6.145784463082487,72.29166666666667,13.873180779026027,12.133333333333333,1.8991226044325524,8.154166666666667,3.284082714451971,5.666666666666667,0.3265986323710877,5.775000000000001,0.3165713052446476,249.33333333333331,16.13278235973732,216.91666666666663,44.0236267263945
29.1,80,0.0,996.6769,10.24578,251,20,4,6,3,0,21.1,21.5,25.3,35.5,46.9,47.4,57.2,89.6,11.9,13.3,11.0,10.0,5.8,6.1,5.4,5.9,203.0,227.0,262.0,163.0,22.05,1.626960356001281,28.02083333333333,4.265430215996518,49.18333333333333,4.1849332929768615,70.75416666666666,14.569562649479302,12.65,1.0368220676663844,8.174999999999999,3.3070741041643883,5.75,0.2738612787525827,5.766666666666667,0.3130032180229233,237.83333333333331,20.69218854221676,218.08333333333331,43.22832874166072
28.8,84,0.0,996.175,9.12513,247,21,4,6,3,0,20.5,21.1,22.0,35.0,46.4,46.9,50.4,89.4,9.9,11.9,12.6,8.9,5.3,5.8,5.5,5.9,173.0,203.0,251.0,155.0,21.25,0.4969909455914013,27.39583333333333,4.220599500654783,47.38333333333333,1.5237016330850963,68.95416666666667,14.806666511690151,12.466666666666669,1.4151560573543365,8.170833333333333,3.3047369383786007,5.733333333333333,0.3011090610836317,5.741666666666667,0.3255986682306535,223.0,29.799328851502228,218.5,42.71950984900364
28.55,85,0.0,996.0722,8.43699,258,22,4,6,3,0,19.9,20.5,21.1,32.9,46.2,46.4,46.8,84.1,8.2,9.9,13.4,8.3,5.0,5.3,5.7,5.9,153.0,173.0,245.0,147.0,20.9,0.5932958789675217,26.76666666666667,4.162844623850225,46.68333333333333,0.4400757510545224,67.15416666666667,14.838873130972653,11.733333333333334,2.234875089723517,8.141666666666667,3.3011087289847967,5.65,0.4230839160261213,5.704166666666667,0.3568938055020696,206.66666666666663,37.2970061354344,218.41666666666663,42.850515360572444
28.55,85,0.0,996.1719,6.601363,258,23,4,6,3,0,19.8,19.9,21.3,30.9,47.4,46.2,46.4,78.0,7.3,8.2,13.7,7.9,5.0,5.0,6.0,5.9,147.0,153.0,239.0,141.0,20.683333333333334,0.7277820186474208,26.22083333333333,4.182466420943356,46.78333333333333,0.5307227776025829,65.625,14.9074900928884,10.716666666666669,2.6701435666770306,8.1,3.305331661316948,5.533333333333334,0.4966554808583739,5.666666666666667,0.3818338662942659,190.33333333333331,38.58842658967353,218.41666666666663,42.850515360572444
28.4,87,0.0,996.967,7.8149853,255,0,5,6,4,0,25.7,26.1,30.7,31.2,60.1,59.6,68.7,77.5,7.2,8.2,15.7,8.5,5.3,5.2,6.6,6.2,145.0,143.0,208.0,151.0,27.98333333333333,2.028217608312082,31.48333333333333,4.235221534852159,63.06666666666666,3.7707647323408673,78.69166666666668,13.854458289401098,11.05,3.3637776383108293,8.741666666666665,3.98103292983187,5.733333333333334,0.5887840577551854,5.804166666666667,0.4534689162125306,166.5,26.651453994105903,212.45833333333331,40.26000190788842
28.25,89,0.0,997.4636,7.1321807,259,1,5,6,4,0,27.2,25.7,29.7,30.9,66.8,60.1,66.1,76.8,6.7,7.2,14.1,8.6,5.4,5.3,6.3,6.2,159.0,145.0,189.0,193.0,27.4,1.533623161014636,31.316666666666663,4.32461776814782,62.75,3.246382602220358,78.24583333333334,14.065034634701885,9.55,2.8416544476765706,8.666666666666666,4.002680261445104,5.533333333333334,0.413118223595448,5.770833333333333,0.4525091079233386,158.33333333333334,17.23562202726103,212.79166666666663,39.75903415704964
29.1,83,0.0,998.27094,9.444426,262,2,5,6,4,0,27.8,27.2,28.7,33.6,70.5,66.8,63.8,91.7,7.1,6.7,11.6,8.7,5.6,5.4,5.7,6.3,199.0,159.0,165.0,249.0,27.08333333333333,1.0980285363628746,31.1875,4.38349795800411,63.48333333333333,4.434147794860438,77.98333333333333,14.15171418919824,8.383333333333333,1.8712740757747768,8.604166666666666,4.015457001081715,5.416666666666668,0.1940790217067699,5.745833333333334,0.4442670237658312,160.0,20.89018908482975,213.04166666666663,39.64788405633923
30.6,74,0.0,998.88715,9.605998,257,3,5,6,4,0,29.9,27.8,27.0,33.6,87.5,70.5,60.1,90.1,8.0,7.1,9.5,8.4,5.9,5.6,5.3,6.3,253.0,199.0,149.0,283.0,27.28333333333333,1.490525634354268,31.03333333333333,4.35996277074919,67.43333333333334,10.783258629313574,77.80833333333334,13.999873187831508,7.783333333333334,1.014724921674229,8.575000000000001,4.017272490243784,5.45,0.2588435821108777,5.729166666666667,0.4298424045549436,174.66666666666666,43.62415233178307,213.20833333333331,39.81367382179641
32.35,65,0.0,999.20734,9.346143,254,4,5,6,4,0,33.9,29.9,26.1,32.9,104.3,87.5,59.6,87.8,8.3,8.0,8.2,7.2,6.1,5.9,5.2,6.2,285.0,253.0,143.0,270.0,28.433333333333334,3.0618077448898027,31.04583333333333,4.368063859887821,74.8,17.67008771908048,78.39999999999999,14.81808530728293,7.583333333333333,0.6675827039901332,8.570833333333333,4.017513741938736,5.583333333333335,0.3544949458972008,5.720833333333334,0.4201233428272682,197.33333333333331,59.91215792029717,213.29166666666663,39.96789925695975
33.8,59,0.0,999.42377,9.499158,242,5,5,6,4,0,36.3,33.9,25.7,32.7,116.2,104.3,60.1,88.2,7.2,8.3,7.2,5.7,6.4,6.1,5.3,6.0,275.0,285.0,145.0,233.0,30.133333333333336,4.1466452303840935,31.1875,4.484399286027266,84.23333333333333,22.40604085211542,79.58333333333333,16.625168627236814,7.416666666666667,0.6047037842338877,8.570833333333333,4.017513741938736,5.783333333333334,0.4262237284181426,5.729166666666667,0.4318606525123102,219.33333333333331,60.20520464766015,213.5,40.28809296532413
34.6,56,0.0,999.5332,10.783486,236,6,5,6,4,0,36.7,36.3,27.2,31.7,116.2,116.2,66.8,85.4,5.5,7.2,6.7,4.4,6.6,6.4,5.4,5.8,244.0,275.0,159.0,206.0,31.966666666666665,4.225478276676754,31.354166666666668,4.615472952982204,93.58333333333331,22.023025829042314,80.75,18.167074852481164,7.133333333333333,0.9973297682646372,8.5625,4.023929779402859,6.000000000000001,0.4604345773288524,5.754166666666667,0.464364143718017,235.83333333333331,48.109943532149856,213.95833333333331,40.58108272782172
